Должность,Ссылка,Компания,Зарплата,Опыт,Удаленная работа,GIT,LINUX,DOCKER,AWS,KUBERNETES,SECURITY,PENTEST,OWASP,SIEM,NETWORK,CRYPTO,COMPLIANCE
Team Lead C++/Rust,https://hh.ru/vacancy/118523847,Р-Вижн,не указана,Более 6 лет,Да,0,1,0,0,0,0,0,0,0,0,0,0
Инженер средств защиты информации,https://hh.ru/vacancy/69634146,Банк ПСБ,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,1,1,0,0,0
KAM / Менеджер по продаже решений Кибербезопасности,https://hh.ru/vacancy/115896550,ИНФОРМЗАЩИТА,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Тренер по проведению Киберучений (Киберполигон),https://hh.ru/vacancy/118510995,Солар,не указана,От 1 года до 3 лет,Да,0,0,0,0,0,1,0,0,1,0,0,0
Менеджер по продажам ИТ/ИБ услуг / Руководитель отдела продаж,https://hh.ru/vacancy/118465732,SIMPLITY,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Ведущий инженер СРК (МТС Web Services (MWS)),https://hh.ru/vacancy/118240658,МТС,не указана,Более 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Разработчик С,https://hh.ru/vacancy/116811603,Zecurion,не указана,От 3 до 6 лет,Нет,0,1,0,0,0,0,0,0,0,0,0,0
Методолог (Кибербезопасность персональных данных),https://hh.ru/vacancy/118857903,СберСити,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Администратор баз данных,https://hh.ru/vacancy/118313427,Агропромцифра,не указана,От 1 года до 3 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0
Red Team инженер [Middle],https://hh.ru/vacancy/118459622,Диплей,не указана,От 1 года до 3 лет,Да,0,1,0,0,0,0,0,1,0,0,0,0
Менеджер по продажам ИТ/ИБ услуг / Руководитель отдела продаж,https://hh.ru/vacancy/118465734,SIMPLITY,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Аналитик,https://hh.ru/vacancy/118499181,Агропромцифра,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Дежурный инженер,https://hh.ru/vacancy/104359463,СберСити,не указана,От 3 до 6 лет,Нет,0,1,0,0,0,0,0,0,0,0,0,0
Инженер Pre-sale (Эксперт по информационной безопасности),https://hh.ru/vacancy/118688124,Секъюритм,от 200000 RUR,Более 6 лет,Да,0,1,0,0,0,1,0,0,0,0,0,0
Руководитель направления безопасной разработки (гибрид),https://hh.ru/vacancy/116912196,Центр Новых Финансовых Сервисов,не указана,От 3 до 6 лет,Нет,0,1,1,0,1,0,0,1,0,0,0,0
DevOps engineer (SIEM),https://hh.ru/vacancy/108351039,BI.ZONE,не указана,От 3 до 6 лет,Нет,0,1,0,0,1,1,0,0,1,0,0,0
Сервисный менеджер SOC,https://hh.ru/vacancy/116896683,КРОК,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Администратор средств защиты информации,https://hh.ru/vacancy/118758378,СберСпасибо,не указана,От 3 до 6 лет,Нет,0,0,0,0,1,0,0,0,0,0,0,0
Эксперт ИБ (облачная безопасность),https://hh.ru/vacancy/119150126,Х5 Group,не указана,От 3 до 6 лет,Нет,0,1,1,1,1,1,0,0,1,0,0,1
Специалист по информационной безопасности (SOC),https://hh.ru/vacancy/117651503,Страховой брокер Сбербанка,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,1,0,0,0
Специалист в отдел управления стратегического развития,https://hh.ru/vacancy/118077037,Агропромцифра,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Главный инженер проектов по ИБ,https://hh.ru/vacancy/104350777,Солар,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Инженер OpenStack,https://hh.ru/vacancy/117552179,Клауд Солюшенс,не указана,Более 6 лет,Нет,0,1,1,0,1,1,0,0,0,0,0,0
DevOps-инженер по кибербезопасности (DevSecOps),https://hh.ru/vacancy/118874948,АБК,не указана,От 1 года до 3 лет,Да,0,1,1,0,1,1,0,1,1,0,0,0
Главный системный аналитик,https://hh.ru/vacancy/118313555,Р-Вижн,не указана,Более 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0
Руководитель направления продаж телеком компаниям,https://hh.ru/vacancy/115896799,ИНФОРМЗАЩИТА,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
KAM / Менеджер по продаже решений Кибербезопасности (Направление по работе с Госсектором),https://hh.ru/vacancy/115897442,ИНФОРМЗАЩИТА,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Старший специалист по информационной безопасности,https://hh.ru/vacancy/119011581,Группа НЛМК,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,1
"Руководитель команды системной разработки (EDR/Endpoint, C/C++, Linux, Go)",https://hh.ru/vacancy/118710459,Xello,не указана,От 1 года до 3 лет,Да,1,1,1,0,0,0,0,0,0,0,0,0
Руководитель направления методологии в отдел кибербезопасности,https://hh.ru/vacancy/118757145,СберСпасибо,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,1,0,0,0,0,0,0
Системный администратор баз данных,https://hh.ru/vacancy/117635069,F6,не указана,От 3 до 6 лет,Нет,0,1,0,0,0,0,0,0,0,0,0,0
Архитектор решения (Информационная безопасность),https://hh.ru/vacancy/119024825,ИК СИБИНТЕК,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Менеджер по маркетплейсам,https://hh.ru/vacancy/118072763,CrypToro,от 110000 до 140000 RUR,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
SRE-инженер ceph в команду Storage [МТС Web Services (MWS)],https://hh.ru/vacancy/118289182,МТС,не указана,От 3 до 6 лет,Да,1,1,0,0,1,0,0,0,0,0,0,0
Менеджер по продажам ИТ/ИБ услуг / Руководитель отдела продаж,https://hh.ru/vacancy/118465733,SIMPLITY,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Ведущий аналитик киберугроз (EDR для Linux),https://hh.ru/vacancy/116687500,BI.ZONE,не указана,От 1 года до 3 лет,Да,0,1,0,0,0,1,0,0,1,0,0,0
Пресейл менеджер (Информационная безопасность),https://hh.ru/vacancy/119059132,Цикада,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,1,0,0,0,0,0,0
Специалист по информационной безопасности (сервисы SOC),https://hh.ru/vacancy/115245338,Солар,не указана,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,1,0,0,1
Ведущий аналитик киберугроз (BI.ZONE EDR для Windows),https://hh.ru/vacancy/116722580,BI.ZONE,не указана,От 1 года до 3 лет,Да,0,1,0,0,0,1,0,0,1,0,0,0
Ведущий специалист по инфраструктурной безопасности,https://hh.ru/vacancy/117217810,Assistance Group,не указана,От 3 до 6 лет,Нет,0,1,1,0,1,1,0,0,1,0,0,0
Руководитель направления по «Защите АС Кибербезопасности (СЗИ) и инфраструктурных АС»,https://hh.ru/vacancy/118572748,СБЕР,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Руководитель проекта по ИБ,https://hh.ru/vacancy/116720320,ТЭК Информ,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Инженер-проектировщик АСУ ТП,https://hh.ru/vacancy/107910816,ИНФОРМЗАЩИТА,не указана,От 1 года до 3 лет,Нет,0,1,0,0,0,0,0,0,0,0,0,0
Старший системный аналитик,https://hh.ru/vacancy/118283147,Платежное Решение,не указана,От 3 до 6 лет,Нет,0,0,1,0,1,1,0,0,0,0,0,0
KAM / Менеджер по продаже решений Кибербезопасности (Направление ТЭК),https://hh.ru/vacancy/115894703,ИНФОРМЗАЩИТА,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Директор департамента продаж (информационная безопасность),https://hh.ru/vacancy/118473259,Softline,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Пресейл-архитектор по ИБ,https://hh.ru/vacancy/118113288,Солар,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Security Operations Center Lead,https://hh.ru/vacancy/118662986,Атом,не указана,От 3 до 6 лет,Нет,0,1,0,0,0,1,0,0,0,0,0,0
Аналитик по информационной безопасности,https://hh.ru/vacancy/117473355,METRO Cash & Carry,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,1,0,1,1,0,0,0
Главный инженер по сопровождению (Кибербезопасность),https://hh.ru/vacancy/118811181,СБЕР,не указана,От 1 года до 3 лет,Нет,1,1,0,0,1,0,0,0,0,0,0,0
Начальник группы по работе с выпускниками,https://hh.ru/vacancy/118651647,Финансовый университет при Правительстве РФ,от 115000 до 115000 RUR,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Программист С++,https://hh.ru/vacancy/118348403,ГК Innostage,не указана,От 3 до 6 лет,Да,0,1,0,0,0,0,0,0,0,0,0,0
Главный инженер дежурной группы ЦОД,https://hh.ru/vacancy/117955123,BI.ZONE,не указана,От 3 до 6 лет,Нет,0,1,0,0,0,0,0,0,0,0,0,0
Специалист по тестированию на проникновение,https://hh.ru/vacancy/118248191,Positive Technologies,не указана,От 3 до 6 лет,Нет,0,0,1,1,1,1,0,0,0,0,0,0
Главный инженер по кибербезопасности,https://hh.ru/vacancy/118605713,СБЕР,не указана,От 1 года до 3 лет,Нет,0,0,1,0,1,0,0,0,0,0,0,0
Пресейл-инженер (Информационная безопасность),https://hh.ru/vacancy/114303850,Солар,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,1,0,0,0
Инженер по нагрузочному тестированию (PAM),https://hh.ru/vacancy/118903891,BI.ZONE,не указана,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0
Эксперт (эксплуатация инфраструктуры),https://hh.ru/vacancy/117947829,Cloud.ru,не указана,Более 6 лет,Нет,0,1,0,0,0,0,0,0,0,0,0,0
KAM /Менеджер по продаже решений Кибербезопасности (Нефтегазовая отрасль),https://hh.ru/vacancy/115896352,ИНФОРМЗАЩИТА,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Главный инженер - Data Science,https://hh.ru/vacancy/118487328,СБЕР,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,1,0,0,0,0,0,0
Риск-партнер (ИТ),https://hh.ru/vacancy/118555942,Ак Барс Банк,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Инженер по кибербезопасности,https://hh.ru/vacancy/93888427,"АТОЛ, группа компаний",не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,1,0,1,0,0,0
Ведущий инженер по сетевой безопасности,https://hh.ru/vacancy/118698086,K2 Тех,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,1,0,0,1,0,0,0
Менеджер по продажам ИТ-услуг,https://hh.ru/vacancy/118823344,Тютюнник Константин Станиславович,от 90000 до 130000 RUR,От 1 года до 3 лет,Да,0,1,0,0,0,1,0,0,0,0,0,0
Специалист анализа защищённости (SOC),https://hh.ru/vacancy/116539950,Газпромнефть-Снабжение,не указана,От 1 года до 3 лет,Нет,0,1,0,0,0,1,0,1,0,0,0,0
Руководитель отдела информационной безопасности,https://hh.ru/vacancy/117104081,ВОЛАНТА,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,1,0,0,0
Инженер-эксперт сопровождения EDR,https://hh.ru/vacancy/117249623,BI.ZONE,не указана,От 3 до 6 лет,Нет,0,1,0,0,0,1,0,0,0,0,0,0
Software developer (Linux),https://hh.ru/vacancy/117284954,Гексагон,не указана,От 3 до 6 лет,Нет,0,1,0,0,0,0,0,0,0,0,0,0
Инженер SOC,https://hh.ru/vacancy/106755915,Cloud.ru,не указана,От 3 до 6 лет,Нет,0,1,0,0,0,0,0,0,1,0,0,0
Senior C разработчик в команду Network And Network Services [МТС Web Services (MWS)],https://hh.ru/vacancy/118336365,МТС,не указана,Более 6 лет,Да,1,1,0,0,1,0,0,0,0,0,0,0
Инженер по сопровождению Positive Technologies (2 линия тех.поддержки),https://hh.ru/vacancy/103270628,ГК Innostage,не указана,От 1 года до 3 лет,Да,0,1,0,0,0,1,0,0,1,0,0,0
Инженер по информационной безопасности (SOC),https://hh.ru/vacancy/118652812,Атом,не указана,От 1 года до 3 лет,Нет,0,1,0,0,0,1,0,0,0,0,0,0
Архитектор ИБ по прикладным СрЗИ (Ведущий инженер-проектировщик),https://hh.ru/vacancy/118754993,Солар,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,1,0,0,0
Пресейл архитектор (ИБ),https://hh.ru/vacancy/118437740,Солар,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Tech Lead C/C++ в команду Cold Storage [МТС Web Services (MWS)],https://hh.ru/vacancy/118457851,МТС,не указана,Более 6 лет,Нет,1,0,0,1,1,0,0,0,0,0,0,0
Аналитик по кибербезопасности,https://hh.ru/vacancy/118782775,Газпромбанк,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,1,0,0,0,0,0,0
Специалист по анализу защищенности веб-приложений (PT SWARM),https://hh.ru/vacancy/117526625,Positive Technologies,не указана,От 3 до 6 лет,Да,0,0,1,1,1,1,0,0,0,0,0,0
Руководитель/заместитель руководителя Департамента информационной безопасности,https://hh.ru/vacancy/118619064,Биржа ЦТС,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,1,0,0,1,0,0,0
Специалист по операционной поддержке продаж,https://hh.ru/vacancy/118853116,Солар,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Руководитель инжиниринга,https://hh.ru/vacancy/117492360,Positive Technologies,не указана,Более 6 лет,Нет,0,0,0,0,0,0,0,0,1,0,0,0
Аналитик сетевых угроз,https://hh.ru/vacancy/117799337,Солар,не указана,От 3 до 6 лет,Да,0,1,0,0,0,0,0,0,0,0,0,0
Главный специалист по операционным рискам и ИТ аудиту,https://hh.ru/vacancy/117568741,"Авангард, АКБ",не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Senior System analyst (Networks),https://hh.ru/vacancy/118975357,Клауд Солюшенс,не указана,Более 6 лет,Нет,0,0,0,0,0,1,0,0,0,0,0,0
Начальник отдела защиты информации Управления информационных технологий,https://hh.ru/vacancy/116135204,ГБУ МО Мосавтодор,от 120000 до 150000 RUR,От 3 до 6 лет,Нет,0,1,0,0,0,1,0,0,0,0,0,0
Инженер по информационной безопасности (SOC),https://hh.ru/vacancy/118652811,Атом,не указана,От 1 года до 3 лет,Нет,0,1,0,0,0,1,0,0,0,0,0,0
QA Automation Engineer (TypeScript),https://hh.ru/vacancy/117471570,Клауд Солюшенс,не указана,От 3 до 6 лет,Нет,1,0,1,0,1,1,0,0,0,0,0,0
Специалист по направлению разведки киберугроз (TI),https://hh.ru/vacancy/118817698,Газпромнефть-Снабжение,не указана,От 1 года до 3 лет,Нет,0,1,0,0,0,0,0,0,1,0,0,0
Главный специалист департамента информационной безопасности (PCI DSS),https://hh.ru/vacancy/116518826,Банк ПСБ,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,1,1,0,0,0,0,1
Tech Lead Linux Kernel в команду Compute [МТС Web Services (MWS)],https://hh.ru/vacancy/117349086,МТС,не указана,Более 6 лет,Да,1,1,0,1,1,0,0,0,0,0,0,0
Penetration tester (mobile security),https://hh.ru/vacancy/118757178,BI.ZONE,не указана,От 3 до 6 лет,Да,0,0,0,0,0,0,0,1,0,0,0,0
Старший специалист по кибербезопасности,https://hh.ru/vacancy/117485324,А ДЕНЬГИ,не указана,Более 6 лет,Да,0,1,0,0,0,1,0,0,1,0,0,0
Senior Golang разработчик нагруженной платформы сбора и анализа данных,https://hh.ru/vacancy/118745390,CyberOK,не указана,Более 6 лет,Да,0,1,0,0,1,1,0,0,0,0,0,0
Expert Clickhouse / MPP,https://hh.ru/vacancy/117159455,СБЕР,не указана,Более 6 лет,Нет,0,1,0,0,0,0,0,0,0,0,0,0
Эксперт по сетевой безопасности (кибербезопасность),https://hh.ru/vacancy/118794509,Трубная Металлургическая Компания,не указана,От 1 года до 3 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0
Системный Администратор,https://hh.ru/vacancy/107974965,СберСити,от 120000 RUR,Более 6 лет,Нет,0,1,0,0,0,0,0,0,0,0,0,0
Middle Blue Team/Специалист по защите информации,https://hh.ru/vacancy/118386711,CyberOK,не указана,От 3 до 6 лет,Да,0,1,0,0,0,1,0,0,1,0,0,0
Администратор SIEM,https://hh.ru/vacancy/118906643,BI.ZONE,не указана,От 3 до 6 лет,Нет,1,0,0,0,0,0,0,0,1,0,0,0
Менеджер по продажам ИТ/ИБ услуг / Руководитель отдела продаж,https://hh.ru/vacancy/118465731,SIMPLITY,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
"Дизайнер в портал по киберграмотности, Customer Security Awareness Wildberries",https://hh.ru/vacancy/118185621,Инфра-Ресурс,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,1,0,0,0,0,0,0
Системный Администратор,https://hh.ru/vacancy/106005414,СберСити,не указана,От 1 года до 3 лет,Нет,0,1,0,0,0,0,0,0,0,0,0,0
Специалист по надежности и мониторингу (SRE),https://hh.ru/vacancy/104359149,СберСити,не указана,От 3 до 6 лет,Нет,0,1,1,0,1,0,0,0,0,0,0,0
Специалист по информационной безопасности,https://hh.ru/vacancy/118570613,Веос,от 150000 RUR,От 3 до 6 лет,Нет,0,0,0,0,0,1,0,0,0,0,0,0
Инженер средств защиты инфраструктуры (Linux),https://hh.ru/vacancy/116336190,Солар,не указана,От 3 до 6 лет,Да,0,1,1,0,1,0,0,0,0,0,0,0
Специалист по информационной безопасности,https://hh.ru/vacancy/109466257,ЮРАЛ,от 120000 RUR,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Email / CRM-маркетолог,https://hh.ru/vacancy/112055172,BI.ZONE,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Team lead golang developer (PAM),https://hh.ru/vacancy/118537226,BI.ZONE,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Главный эксперт по защите персональных данных,https://hh.ru/vacancy/117437963,Шереметьево Безопасность,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,1,0,0,0,0,0,0
Аналитик по кибербезопасности продуктов,https://hh.ru/vacancy/118856087,Navio (ООО Автотех),не указана,От 3 до 6 лет,Нет,0,0,0,0,0,1,0,0,0,0,0,0
Data Scientist Audio,https://hh.ru/vacancy/118715341,СБЕР,не указана,Более 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Главный специалист отдела защиты ИТ-инфраструктуры (кибербезопасность),https://hh.ru/vacancy/115125806,Трубная Металлургическая Компания,не указана,От 1 года до 3 лет,Нет,0,1,0,0,0,0,0,0,1,0,0,0
Вирусный аналитик/Malware analyst,https://hh.ru/vacancy/118966424,Positive Technologies,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Руководитель группы реагирования на компьютерные инциденты,https://hh.ru/vacancy/115349275,ИнфоТеКС,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,1,0,0,0
Senior DevOps-инженер (Кибербез),https://hh.ru/vacancy/118341709,CyberOK,не указана,От 3 до 6 лет,Да,0,0,0,0,1,1,0,0,0,0,0,0
Senior SRE-инженер в команду Software Development Factory Team [МТС Web Services (MWS)],https://hh.ru/vacancy/118198640,МТС,не указана,Более 6 лет,Да,0,0,0,0,1,1,0,0,0,0,0,0
Инженер по эксплуатации СЗИ,https://hh.ru/vacancy/118331412,СберЗдоровье,не указана,От 3 до 6 лет,Нет,0,1,1,0,1,0,0,0,1,0,0,0
Финансовый контролер,https://hh.ru/vacancy/118469818,Кибердом,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,1,0,0,0,0,0,0
Инженер Linux,https://hh.ru/vacancy/118078035,Агропромцифра,не указана,От 3 до 6 лет,Нет,0,1,0,0,0,0,0,0,0,0,0,0
"Преподаватель по различным языкам программирования (дети,подростки,взрослые)",https://hh.ru/vacancy/118555992,Ycla-coding,не указана,От 1 года до 3 лет,Да,0,0,0,0,0,1,0,0,0,0,0,0
Реверс-инженер,https://hh.ru/vacancy/118728245,Positive Technologies,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,1,0,0,0,0,0,0
Инженер SDS,https://hh.ru/vacancy/118731546,Клауд Солюшенс,не указана,От 3 до 6 лет,Нет,0,1,1,1,1,1,0,0,0,0,0,0
Malware researcher,https://hh.ru/vacancy/118971881,Positive Technologies,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Специалист по информационной безопасности / специалист по кибербезопасности,https://hh.ru/vacancy/118784680,Платежное Решение,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Эксперт по информационной безопасности,https://hh.ru/vacancy/114978735,Домклик,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,1,1,0,0,0,0,0
Pre-sale инженер,https://hh.ru/vacancy/118591397,ГКУ Инфогород,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Аналитик SOC,https://hh.ru/vacancy/115552114,"РУСАЛ, Центр подбора персонала",не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,1,0,0,0
Pre-sale эксперт по информационной безопасности,https://hh.ru/vacancy/116691990,Цикада,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,1,0,0,0,0,0,0
Ведущий системный программист C++,https://hh.ru/vacancy/118426796,Positive Technologies,не указана,Более 6 лет,Нет,1,1,0,0,0,0,0,0,0,0,0,0
Инженер по информационной безопасности,https://hh.ru/vacancy/112759985,Оператор Газпром ИД,не указана,От 1 года до 3 лет,Нет,0,1,0,0,0,1,0,0,0,0,0,0
Application security engineer/специалист по веб-защищенности,https://hh.ru/vacancy/118449762,Okko,не указана,От 3 до 6 лет,Да,0,0,0,0,0,1,0,1,0,0,0,0
Application Security Аналитик,https://hh.ru/vacancy/117881549,Cloud.ru,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,1,0,0,0,0,0,0
Руководитель группы (Группа автоматизации и администрирования информационных систем),https://hh.ru/vacancy/118728995,Солар,не указана,От 3 до 6 лет,Да,0,1,1,0,1,0,0,0,0,0,0,0
Application Security Researcher / Reverse engineer(PT SWARM),https://hh.ru/vacancy/118979352,Positive Technologies,не указана,От 3 до 6 лет,Нет,0,1,0,0,0,1,0,0,0,0,0,0
Главный Редактор (новостной портал по кибербезопасности и ИТ),https://hh.ru/vacancy/118343806,Cyber Media,не указана,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0
Архитектор сетевой безопасности,https://hh.ru/vacancy/118575282,Цикада,не указана,Более 6 лет,Нет,0,0,0,0,0,1,0,0,0,0,0,0
Senior/Lead Deep Learning NLP/LLM инженер,https://hh.ru/vacancy/118463956,Клауд Солюшенс,не указана,Более 6 лет,Нет,0,0,1,1,1,1,0,0,0,0,0,0
Инженер по безопасной разработке ПО,https://hh.ru/vacancy/117937124,2ГИС,не указана,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0
Старший менеджер проектов в отдел подготовки SIM продуктов,https://hh.ru/vacancy/118754935,МТС,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Аналитик по расследованию компьютерных инцидентов (форензика),https://hh.ru/vacancy/116538933,Газпромнефть-Снабжение,не указана,От 1 года до 3 лет,Нет,0,1,0,0,0,0,0,0,0,0,0,0
Руководитель направления информационной безопасности,https://hh.ru/vacancy/118843564,Арнест Упаковочные Решения Наро-Фоминск,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Руководитель группы разработки Python/Tech Lead Python,https://hh.ru/vacancy/118042481,Платежное Решение,не указана,Более 6 лет,Нет,1,0,1,0,1,0,0,0,0,0,0,0
Специалист по организации обработки ПДн и обеспечению безопасности КИИ,https://hh.ru/vacancy/118170692,Авто Финанс Банк,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,1,0,0,0,0,0,0
Senior DevOps-инженер в команду Network(-ish) Development [МТС Web Services (MWS)],https://hh.ru/vacancy/118818620,МТС,не указана,От 3 до 6 лет,Да,0,1,0,0,0,1,0,0,0,0,0,0
Ведущий эксперт мониторинга защищенности и управления инцидентами кибербезопасности,https://hh.ru/vacancy/118258753,СИСТЭМ ЭЛЕКТРИК,не указана,От 3 до 6 лет,Нет,0,1,0,0,0,0,0,0,1,0,0,0
Ведущий консультант по информационной безопасности,https://hh.ru/vacancy/118711053,iTPROTECT,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,1,0,0,0,0,0,1
Администратор баз данных (DBA),https://hh.ru/vacancy/118783053,СБЕР,не указана,От 3 до 6 лет,Нет,0,1,0,0,0,0,0,0,0,0,0,0
Инженер по сопровождению Linux (FreeIPA),https://hh.ru/vacancy/119062646,СБЕР,не указана,От 1 года до 3 лет,Нет,0,1,0,0,0,0,0,0,0,0,0,0
Эксперт по сетевой безопасности,https://hh.ru/vacancy/117680480,Русская Нержавеющая Компания,не указана,От 1 года до 3 лет,Да,0,1,0,0,0,0,0,0,0,0,0,0
Senior+/Lead Разработчик Go,https://hh.ru/vacancy/117770640,Солар,не указана,Более 6 лет,Да,1,0,1,0,1,0,0,0,0,0,0,0
Инженер АСУ ТП / Инженер систем автоматики в Бизнес-центр(м.Новокузнецкая/м.Павелецкая),https://hh.ru/vacancy/118428057,Lynks Property Management,до 105000 RUR,От 3 до 6 лет,Нет,0,0,0,0,0,1,0,0,0,0,0,0
Менеджер по работе с ключевыми заказчиками,https://hh.ru/vacancy/102705310,ГК Innostage,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Эксперт по информационной безопасности,https://hh.ru/vacancy/117473342,METRO Cash & Carry,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,1,0,0,1,0,0,0
Инженер по информационной безопасности по направлению PAM,https://hh.ru/vacancy/117022529,iTPROTECT,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Pre-sale инженер направления сетевой и инфраструктурной безопасности,https://hh.ru/vacancy/117776809,BI.ZONE,не указана,От 3 до 6 лет,Нет,0,1,1,0,0,1,0,0,0,0,0,0
Team Lead Pentester,https://hh.ru/vacancy/118714687,CyberOK,не указана,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0
Пресейл-эксперт по информационной безопасности,https://hh.ru/vacancy/117022591,iTPROTECT,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Аналитик по информационной безопасности (группа мониторинга и реагирования на инциденты ИБ),https://hh.ru/vacancy/117134810,METRO Cash & Carry,не указана,От 3 до 6 лет,Нет,0,1,0,0,0,0,0,1,1,0,0,0
Pre-sale инженер направления облачных сервисов кибербезопасности,https://hh.ru/vacancy/117775800,BI.ZONE,не указана,От 3 до 6 лет,Нет,0,1,0,0,0,0,0,0,0,0,0,0
Ведущий системный архитектор DDoS [Кибербезопасность],https://hh.ru/vacancy/119066581,МТС,не указана,От 3 до 6 лет,Да,0,1,1,0,0,0,0,0,0,0,0,0
