Должность,Ссылка,Компания,Зарплата,Опыт,Удаленная работа,GIT,LINUX,DOCKER,AWS,KUBERNETES,PYTHON,JAVA,C_SHARP,GO,NODEJS,SPRING,DJANGO,FLASK,SQL,NOSQL
Developer C# (KS365),https://hh.ru/vacancy/118073184,Лаборатория Касперского,не указана,От 1 года до 3 лет,Да,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Java разработчик (Senior),https://hh.ru/vacancy/117374290,Девелоника,не указана,Более 6 лет,Да,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0
Тестировщик BPMSoft,https://hh.ru/vacancy/118236249,FESCO (ПАО Дальневосточное морское пароходство),не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Junior Backend developer (TypeScript),https://hh.ru/vacancy/118574511,Lenkep recruitment,не указана,Нет опыта,Да,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Data analyst (Релокация),https://hh.ru/vacancy/118705734,Employcity,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
DevOps Engineer (middle),https://hh.ru/vacancy/117345236,Metacommerce,от 150000 до 250000 RUR,От 1 года до 3 лет,Да,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
UX\UI Дизайнер,https://hh.ru/vacancy/118195336,НИЦ Прикладная Логистика,от 120000 RUR,От 1 года до 3 лет,Нет,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Разработчик WordPress / WordPress Developer,https://hh.ru/vacancy/118289441,МФК ВЭББАНКИР,от 180000 RUR,От 3 до 6 лет,Да,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Менеджер по продукту, Платформа AB-тестирования",https://hh.ru/vacancy/117935348,Ozon,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
CJE (Пульс. Подбор и перемещения),https://hh.ru/vacancy/118653730,СБЕР,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middle+ Android Developer,https://hh.ru/vacancy/118730744,Циан,не указана,От 1 года до 3 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Программист 1С-Битрикс (Backend),https://hh.ru/vacancy/114923059,"ДИКСИ, группа компаний",не указана,От 3 до 6 лет,Нет,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fullstack разработчик (node.js),https://hh.ru/vacancy/118637186,СБЕР,не указана,Нет опыта,Нет,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
.NET разработчик (инвестиционный бизнес),https://hh.ru/vacancy/118647012,Т1,не указана,От 3 до 6 лет,Нет,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Middle+/Senior Golang разработчик (Магнит Маркет в команду TMS),https://hh.ru/vacancy/117045358,"МАГНИТ, Розничная сеть",не указана,От 3 до 6 лет,Да,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"NLP, LLM Data Scientist (блок ""Стратегия и развитие"")",https://hh.ru/vacancy/118992608,СБЕР,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Разработчик мобильных приложений (Android & iOS),https://hh.ru/vacancy/118783156,WIAM,от 250000 RUR,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Системный аналитик DWH,https://hh.ru/vacancy/117519031,Flowwow,не указана,От 3 до 6 лет,Да,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
QA engineer (Fullstack),https://hh.ru/vacancy/118241652,BetBoom,не указана,От 3 до 6 лет,Да,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
Аналитик,https://hh.ru/vacancy/118620614,INPAS,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ведущий разработчик Java,https://hh.ru/vacancy/117635202,МТС Финтех,не указана,От 3 до 6 лет,Да,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Flutter - разработчик,https://hh.ru/vacancy/118108372,РСХБ-Интех,не указана,От 3 до 6 лет,Да,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
QA Lead,https://hh.ru/vacancy/118599149,DSSL,не указана,От 1 года до 3 лет,Нет,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Middle Backend разработчик C++ / C,https://hh.ru/vacancy/118611890,Right Security Systems,от 150000 до 350000 RUR,От 3 до 6 лет,Да,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0
Backend-разработчик в команду Web App,https://hh.ru/vacancy/118660034,Pyrus,не указана,От 3 до 6 лет,Нет,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
PHP-разработчик,https://hh.ru/vacancy/118251883,РозумСофт,не указана,От 3 до 6 лет,Нет,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
CTO,https://hh.ru/vacancy/118465257,Сила ветра,не указана,Более 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Системный аналитик (Единая система управления),https://hh.ru/vacancy/119173184,БЮРО 1440,не указана,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Python developer (Senior),https://hh.ru/vacancy/115897358,Сателл ИТ,не указана,Более 6 лет,Нет,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Старший PHP программист (Backend),https://hh.ru/vacancy/117962313,БЕТСИТИ,от 300000 RUR,От 3 до 6 лет,Нет,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Pentester,https://hh.ru/vacancy/118315520,Альфа-Банк,не указана,От 3 до 6 лет,Да,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
Frontend Developer (React) Middle+/Senior,https://hh.ru/vacancy/118263126,Гринатом,не указана,От 3 до 6 лет,Да,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PHP-разработчик (Middle+),https://hh.ru/vacancy/118598058,"Тануки, японский ресторан",не указана,От 3 до 6 лет,Да,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1
Ведущий Frontend - разработчик (Data Platform и ML ),https://hh.ru/vacancy/117703309,БЮРО 1440,не указана,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Инженер по навигации автономных систем,https://hh.ru/vacancy/118644566,Метахим,от 150000 до 220000 RUR,От 3 до 6 лет,Да,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Разработчик на Python/Go в команду ядра биллинга,https://hh.ru/vacancy/119022315,Яндекс,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Техлид Java (брокерский бизнес),https://hh.ru/vacancy/116003674,Т1,не указана,Более 6 лет,Да,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0
TechLead Python,https://hh.ru/vacancy/118770027,СОГАЗ,не указана,От 3 до 6 лет,Да,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1
Системный аналитик (автоматизация),https://hh.ru/vacancy/118709563,СБЕР,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
Sourcer (IT/Product),https://hh.ru/vacancy/118891350,Flocktory,не указана,От 1 года до 3 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ведущий разработчик .NET/C# (Middle+/Senior),https://hh.ru/vacancy/118305802,Альфа-Банк,не указана,От 3 до 6 лет,Да,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
QA engineer (automation) в команду ж/д,https://hh.ru/vacancy/118664405,Туту,не указана,От 3 до 6 лет,Да,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
Backend-разработчик (Node JS),https://hh.ru/vacancy/118286924,Selecty,не указана,От 3 до 6 лет,Да,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Разработчик PL/SQL,https://hh.ru/vacancy/118198701,Ингосстрах,не указана,От 1 года до 3 лет,Да,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Golang Developer (Kaspersky Container Security),https://hh.ru/vacancy/118709939,Лаборатория Касперского,не указана,От 3 до 6 лет,Нет,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
Middle / Senior Backend разработчик (PHP Laravel),https://hh.ru/vacancy/119080395,Медиа Бизнес Солюшенс,не указана,От 3 до 6 лет,Нет,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Machine Learning Engineer,https://hh.ru/vacancy/118896467,VK,не указана,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Проджект-менеджер,https://hh.ru/vacancy/119130774,Правительство Москвы,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Golang разработчик в 2GIS Platform Manager,https://hh.ru/vacancy/111726996,2ГИС,не указана,От 3 до 6 лет,Да,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Senior Data Engineer,https://hh.ru/vacancy/117164675,Оператор Газпром ИД,не указана,Более 6 лет,Да,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
Fullstack Web Developer (React/PHP),https://hh.ru/vacancy/119110062,Лига Цифровой Экономики,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
C#/.NET разработчик (middle+/senior),https://hh.ru/vacancy/118696888,Платформа,не указана,От 3 до 6 лет,Да,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Разработчик PHP / Битрикс,https://hh.ru/vacancy/119169522,Прогрессив Медиа Девелопмент,не указана,От 3 до 6 лет,Да,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Senior backend developer (Go + PHP),https://hh.ru/vacancy/118084397,EFIX GROUP,не указана,От 1 года до 3 лет,Нет,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
"Системный аналитик (FMCG, S&OP)",https://hh.ru/vacancy/118605544,Ритейл Эксперт,не указана,От 1 года до 3 лет,Да,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
"Junior fullstack (C# .Net core, React)/Младший веб-разработчик",https://hh.ru/vacancy/118816068,UFS.travel,до 120000 RUR,От 1 года до 3 лет,Да,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Руководитель группы разработки в службу Трансформации,https://hh.ru/vacancy/116739270,ГУП Мосгортранс,от 200000 RUR,От 1 года до 3 лет,Нет,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
Backend Developer (Node.js),https://hh.ru/vacancy/112349835,DatsTeam,не указана,Более 6 лет,Нет,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1
PHP-разработчик (Backend),https://hh.ru/vacancy/118111336,Монтранс,не указана,От 1 года до 3 лет,Да,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Lead Backend NodeJS Engineer,https://hh.ru/vacancy/118505048,Start Industries,не указана,Более 6 лет,Да,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Системный аналитик,https://hh.ru/vacancy/118807309,Аренадата Софтвер,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Разработчик С# / .NET Core,https://hh.ru/vacancy/118411724,Клируэй Текнолоджис,от 220000 до 350000 RUR,Более 6 лет,Да,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
"Инженер по автоматизации тестирования, Рекламный кабинет",https://hh.ru/vacancy/118772782,Ozon,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Teamlead backend-разработки (Java),https://hh.ru/vacancy/119072285,Системная Интеграция,не указана,От 3 до 6 лет,Да,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
QA Automation Engineer (JavaScript/TypeScript),https://hh.ru/vacancy/115431276,X5 Digital,не указана,От 3 до 6 лет,Нет,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1
Ведущий разработчик React + C# (Full Stack),https://hh.ru/vacancy/119039243,"Велес Капитал, ИК",не указана,От 3 до 6 лет,Нет,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Старший системный разработчик (fullstack),https://hh.ru/vacancy/118514738,"Ренессанс cтрахование, Группа",не указана,От 1 года до 3 лет,Нет,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Системный аналитик,https://hh.ru/vacancy/117824825,АЙФЭЛЛ,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Senior QA / Auto,https://hh.ru/vacancy/119130190,АБК,не указана,Более 6 лет,Нет,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Middle Фронтенд разработчик,https://hh.ru/vacancy/117746283,ЛУКОЙЛ,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Software Developer Intern / Junior,https://hh.ru/vacancy/118070545,Aramco Innovations,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Разработчик Backend (Bitrix),https://hh.ru/vacancy/119113787,«ОХК «Уралхим»,не указана,От 3 до 6 лет,Да,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Back-end Developer (ASP.NET),https://hh.ru/vacancy/107656399,АВТОДОК (Autodoc),от 220000 до 350000 RUR,От 3 до 6 лет,Нет,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Python разработчик,https://hh.ru/vacancy/117103101,Иви,не указана,От 3 до 6 лет,Нет,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1
Менеджер диджитал проектов в офис/интернет-маркетолог/аккаунт-менеджер,https://hh.ru/vacancy/118664726,Digital Generation,от 120000 до 140000 RUR,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Python developer [Senior],https://hh.ru/vacancy/114965562,Диплей,не указана,От 3 до 6 лет,Да,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
Python Developer (KATA),https://hh.ru/vacancy/118351037,Лаборатория Касперского,не указана,От 3 до 6 лет,Нет,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0
Backend-разработчик PHP (senior) МВИТУ,https://hh.ru/vacancy/118982527,Центр Методического Обеспечения Оптимизации Процессов Государственного Управления в Московской области,не указана,От 3 до 6 лет,Да,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Веб-разработчик,https://hh.ru/vacancy/118341184,СМ-Клиника,не указана,От 3 до 6 лет,Да,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Middle Системный Аналитик в команду Систем управления тестированием,https://hh.ru/vacancy/118066106,МТС,не указана,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHP/Go developer,https://hh.ru/vacancy/118244106,Lamoda Tech,не указана,От 3 до 6 лет,Нет,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1
Lead Backend Developer (PHP),https://hh.ru/vacancy/119123886,Rusprofile,не указана,Более 6 лет,Да,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Руководитель группы разработки,https://hh.ru/vacancy/118570473,Комита Цифровые Технологии,не указана,От 1 года до 3 лет,Нет,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
Системный аналитик (автолизинг),https://hh.ru/vacancy/118336363,Т1,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Разработчик битрикс/руководитель сайта интернет-магазина,https://hh.ru/vacancy/118407846,Примроуз,от 130000 RUR,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Golang разработчик, команда разработки ""Заказы""",https://hh.ru/vacancy/114820840,Ozon,не указана,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Fullstrack developer JS\TS,https://hh.ru/vacancy/119100092,Газпром нефть,не указана,Более 6 лет,Да,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0
Менеджер продукта (медийные разделы),https://hh.ru/vacancy/117694442,ГКУ Инфогород,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Java разработчик,https://hh.ru/vacancy/117454805,«UZUM TECHNOLOGIES»,не указана,От 3 до 6 лет,Да,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
Senior/Lead C# developer,https://hh.ru/vacancy/116838770,Контур,до 350000 RUR,Более 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Backend-разработчик (PHP),https://hh.ru/vacancy/118155774,Media Instinct Group,не указана,От 3 до 6 лет,Нет,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Java Developer в команду рекомендательной системы,https://hh.ru/vacancy/115179249,VK,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
React Native разработчик,https://hh.ru/vacancy/117019600,Брискли,не указана,От 3 до 6 лет,Да,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Backend разработчик со знаниями системного администратора,https://hh.ru/vacancy/118714127,Система Интернет Оповещений,от 130000 до 150000 RUR,Нет опыта,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Middle iOS developer,https://hh.ru/vacancy/85932776,Bip.ru,от 150000 до 250000 RUR,От 1 года до 3 лет,Нет,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Программист C#,https://hh.ru/vacancy/118361212,Финансовый Дом «Солид»,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Разработчик Go, Маркетплейс, Доставка",https://hh.ru/vacancy/118265714,Ozon,не указана,От 3 до 6 лет,Нет,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
Старший разработчик JavaScript (Node.js/back-end),https://hh.ru/vacancy/118807558,OneTwoTrip,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1
IT Recruiter,https://hh.ru/vacancy/118715644,evrone.ru,до 110000 RUR,От 1 года до 3 лет,Да,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
Mobile разработчик (Kotlin Multiplatform - iOS/Android),https://hh.ru/vacancy/118158669,Информационное агенство Планета ОЗ,не указана,Более 6 лет,Да,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Руководитель группы разработки / Team Lead,https://hh.ru/vacancy/118539540,Bioniq,не указана,От 3 до 6 лет,Да,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Php-разработчик (symfony),https://hh.ru/vacancy/117840537,Интертехэлектро,от 170000 до 230000 RUR,От 1 года до 3 лет,Нет,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Старший бизнес-аналитик,https://hh.ru/vacancy/118636610,БФТ-Холдинг,не указана,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Backend developer / PHP - разработчик (Middle/Senior),https://hh.ru/vacancy/118772177,PUSK,не указана,От 1 года до 3 лет,Нет,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1
Backend-разработчик Golang / ML-сервисы,https://hh.ru/vacancy/115688053,МТТ (MTC Exolve),не указана,От 3 до 6 лет,Да,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1
Senior React Native developer,https://hh.ru/vacancy/118831280,Ozon,не указана,Более 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Лид тестировщик DWH (Python),https://hh.ru/vacancy/118991085,Selecty,до 400000 RUR,От 3 до 6 лет,Да,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"Инженер по автоматизации тестирования, Банкоматы, Ozon Банк",https://hh.ru/vacancy/118785236,Ozon,не указана,От 1 года до 3 лет,Нет,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Go Developer (SIEM KUMA),https://hh.ru/vacancy/117636837,Лаборатория Касперского,не указана,От 1 года до 3 лет,Нет,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
Руководитель команды разработки,https://hh.ru/vacancy/118307042,Передовые Технологии,от 250000 до 340000 RUR,Более 6 лет,Нет,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Middle+/Senior Backend Developer (Node.js/Nest.js),https://hh.ru/vacancy/118671612,Knock Knock Tech Ltd,от 300000 RUR,От 3 до 6 лет,Да,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
Tech Lead Frontend (Slots),https://hh.ru/vacancy/117471070,SoftMaster,не указана,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Руководитель IT-проектов,https://hh.ru/vacancy/118665194,amoCRM,до 200000 RUR,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middle backend-разработчик Python,https://hh.ru/vacancy/117345451,ИТЕРАНЕТ,не указана,От 3 до 6 лет,Да,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1
Automation QA Engineer,https://hh.ru/vacancy/118077427,Финтех,не указана,Более 6 лет,Да,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"Backend-разработчик (Senior, Lead Python)",https://hh.ru/vacancy/118553278,Brandquad,не указана,От 3 до 6 лет,Да,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
Tech lead/Архитектор Web решений,https://hh.ru/vacancy/118134900,S3,не указана,От 3 до 6 лет,Нет,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Senior PHP разработчик (Laravel),https://hh.ru/vacancy/119084304,ECOS,не указана,Более 6 лет,Нет,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Senior Golang Developer удаленно,https://hh.ru/vacancy/118306472,Dex,от 350000 до 500000 RUR,Более 6 лет,Да,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1
"Data Scientist (LLM, RAG)",https://hh.ru/vacancy/118127377,Диденко.Лигал,не указана,От 1 года до 3 лет,Да,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Backend-разработчик в команду Stability&Server Core,https://hh.ru/vacancy/118660381,Pyrus,не указана,От 3 до 6 лет,Нет,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0
Backend-разработчик PHP (Laravel),https://hh.ru/vacancy/117621232,"Согласие, страховая компания",не указана,От 1 года до 3 лет,Да,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Product Analyst (Анализы),https://hh.ru/vacancy/118562162,СберЗдоровье,не указана,От 1 года до 3 лет,Нет,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
C#/.NET developer,https://hh.ru/vacancy/118646323,Лига Цифровой Экономики,не указана,От 3 до 6 лет,Да,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Developer (Perl),https://hh.ru/vacancy/117348401,Газпромбанк,не указана,От 1 года до 3 лет,Нет,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Ведущий программист,https://hh.ru/vacancy/118256348,ФГУП НПП Гамма,не указана,От 3 до 6 лет,Нет,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
"Backend developer (Ruby, RoR)",https://hh.ru/vacancy/118504173,INMYROOM,от 190000 до 210000 RUR,От 3 до 6 лет,Да,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
Rust разработчик,https://hh.ru/vacancy/118277785,Софт Бизнес Системы,не указана,Более 6 лет,Да,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Application Security Engineer,https://hh.ru/vacancy/118694873,СОГАЗ,не указана,От 1 года до 3 лет,Нет,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
Team Lead iOS,https://hh.ru/vacancy/118123238,Холдем,не указана,Более 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Android Engineer (BX:Platform) | Android разработчик (BX:Platform),https://hh.ru/vacancy/118758028,AliExpress,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AQA,https://hh.ru/vacancy/118777718,СОГАЗ,не указана,От 1 года до 3 лет,Да,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
QA Lead (хранение данных),https://hh.ru/vacancy/107916109,Группа компаний Астра,не указана,Более 6 лет,Нет,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Middle+ / Senior Backend разработчик PHP / Laravel, PostgreSQL",https://hh.ru/vacancy/118069458,ЮниПлаг,от 200000 до 200000 RUR,От 1 года до 3 лет,Да,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
"Стажер-инженер по автоматизации тестирования Python/1С, Ozon Банк",https://hh.ru/vacancy/117678330,Ozon,не указана,Нет опыта,Нет,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Системный аналитик АБС,https://hh.ru/vacancy/112712561,Digital Spirit,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
Technical Lead / Tech Lead,https://hh.ru/vacancy/116560507,Солар,не указана,Более 6 лет,Да,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1
Архитектор решений в команду CRM,https://hh.ru/vacancy/116593912,Банк ДОМ.РФ,не указана,От 3 до 6 лет,Да,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
Senior Python Developer,https://hh.ru/vacancy/118803877,Ventra,не указана,От 3 до 6 лет,Нет,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Ведущий backend программист PHP,https://hh.ru/vacancy/118726148,Связь.ON,от 250000 RUR,От 3 до 6 лет,Нет,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Senior backend developer PHP (Laravel),https://hh.ru/vacancy/118653310,Диджитал Академия,от 200000 до 350000 RUR,От 3 до 6 лет,Да,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1
NLP Engineer (Data Science),https://hh.ru/vacancy/118720383,Cloud.ru,не указана,От 1 года до 3 лет,Нет,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Middle+/Senior Java Developer,https://hh.ru/vacancy/118060427,TEAMSCORE,не указана,От 3 до 6 лет,Да,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0
Прикладной администратор в Систему быстрых платежей,https://hh.ru/vacancy/117491982,Национальная система платежных карт,не указана,От 3 до 6 лет,Нет,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1
Ведущий веб-разработчик,https://hh.ru/vacancy/117676248,Экосистема,от 200000 RUR,Более 6 лет,Нет,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Senior Backend Developer (Java/Scala),https://hh.ru/vacancy/118601192,АТОН,не указана,Более 6 лет,Нет,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
Sales менеджер,https://hh.ru/vacancy/119159651,EGAR,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Разработчик телефонии (Python, FreeSWITCH)",https://hh.ru/vacancy/118773795,VOXYS,не указана,Более 6 лет,Да,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Senior IOS Developer (Платформа),https://hh.ru/vacancy/118469361,Циан,не указана,От 3 до 6 лет,Да,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Инженер по автоматизации тестирования Python, Ozon Travel",https://hh.ru/vacancy/118729958,Ozon,не указана,От 3 до 6 лет,Да,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Разработчик на go в Шедеврум,https://hh.ru/vacancy/118083643,Яндекс,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"Разработчик Go, Эквайринг, Ozon Банк",https://hh.ru/vacancy/94669181,Ozon,не указана,От 3 до 6 лет,Нет,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
Системный аналитик,https://hh.ru/vacancy/118716963,АЙТИ КА,до 280000 RUR,От 3 до 6 лет,Да,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
